carat,clarity,color,cut,depth,table,x,y,z,class,volume
0.35,3,0,4,60.9,57.0,4.55,4.51,2.76,"[0, 5000]",56.63658505279074
1.06,1,2,2,60.0,59.0,6.6,6.63,3.97,"[0, 5000]",173.7192617403316
0.34,6,3,4,62.1,55.0,4.49,4.46,2.78,"[0, 5000]",55.67060906536675
0.35,3,1,3,59.2,58.0,4.59,4.63,2.73,"[0, 5000]",58.01714476806457
0.72,2,6,2,63.0,57.0,5.69,5.74,3.6,"[0, 5000]",117.57815337923054
0.43,7,5,4,62.3,53.0,4.82,4.9,3.02,"[0, 5000]",71.32636347797396
1.11,1,4,3,59.8,60.0,6.75,6.66,4.01,"[0, 5000]",180.26955615920997
1.07,1,2,3,62.0,58.0,6.57,6.52,4.06,"[0, 5000]",173.9157855841941
0.33,6,2,4,61.7,57.0,4.47,4.44,2.75,"[0, 5000]",54.57869814162251
0.91,4,3,4,62.3,55.0,6.22,6.17,3.86,"[0, 5000]",148.13675680896952
0.32,1,4,1,63.1,56.0,4.34,4.37,2.75,"[0, 5000]",52.15595046787257
0.41,5,1,4,61.5,55.0,4.83,4.79,2.96,"[0, 5000]",68.48167125545119
0.33,7,5,2,62.0,58.0,4.44,4.46,2.76,"[0, 5000]",54.654624982978824
0.79,2,1,2,63.3,56.3,5.85,5.88,3.71,"[0, 5000]",127.61658171552655
0.32,3,1,4,62.2,55.0,4.36,4.38,2.72,"[0, 5000]",51.943299494178845
0.5,4,2,3,58.0,59.0,5.3,5.22,3.05,"[0, 5000]",84.38129832591999
0.71,5,0,2,61.7,58.0,5.71,5.74,3.53,"[0, 5000]",115.69715722181893
0.33,6,3,4,62.0,56.0,4.48,4.45,2.77,"[0, 5000]",55.22271748791695
1.29,4,2,3,60.9,58.0,6.97,7.01,4.26,"(10000, 15000]",208.1423337136801
1.66,1,2,4,62.6,59.0,7.53,7.57,4.73,"(10000, 15000]",269.6199477136938
0.53,4,4,4,61.3,57.0,5.22,5.18,3.19,"[0, 5000]",86.25631922183227
1.19,4,3,4,61.9,55.0,6.81,6.87,4.22,"(5000, 10000]",197.43141923645237
0.8,1,2,1,63.9,57.0,5.86,5.84,3.74,"[0, 5000]",127.99178258671579
0.42,4,3,2,59.4,59.0,4.86,4.9,2.9,"[0, 5000]",69.06060551242842
0.5,4,3,2,62.9,58.0,5.06,5.08,3.19,"[0, 5000]",81.99831131208036
0.31,7,5,4,62.0,54.0,4.36,4.42,2.72,"[0, 5000]",52.41766706130224
1.01,3,3,1,64.4,58.0,6.23,6.31,4.04,"(5000, 10000]",158.8176495464287
1.82,2,4,3,62.0,59.0,7.81,7.77,4.83,"(10000, 15000]",293.10226350327304
0.31,4,3,1,63.2,57.0,4.28,4.33,2.72,"[0, 5000]",50.408130113071415
0.31,2,0,4,62.6,57.0,4.33,4.3,2.7,"[0, 5000]",50.27130223193167
0.37,1,2,2,60.2,60.0,4.6,4.7,2.8,"[0, 5000]",60.53599525737774
0.34,7,3,3,62.3,59.0,4.46,4.49,2.79,"[0, 5000]",55.870862865894324
0.3,6,4,4,62.0,55.0,4.3,4.34,2.68,"[0, 5000]",50.014165222721275
0.9,1,3,4,60.6,55.0,6.27,6.33,3.82,"[0, 5000]",151.61235706191164
1.02,1,2,1,63.8,53.0,6.37,6.46,4.09,"[0, 5000]",168.30432224918738
1.59,6,3,4,59.9,56.0,7.57,7.64,4.55,15000+,263.14835239970205
1.01,2,2,1,64.2,58.0,6.24,6.29,4.02,"[0, 5000]",157.78338450700386
0.33,2,1,1,63.3,56.0,4.41,4.43,2.8,"[0, 5000]",54.70163505606189
1.51,3,1,3,62.2,59.0,7.4,7.36,4.59,"(10000, 15000]",249.98977606723818
1.11,3,1,4,62.2,56.0,6.66,6.59,4.12,"(5000, 10000]",180.824323021263
0.9,3,3,2,61.9,56.0,6.17,6.23,3.84,"[0, 5000]",147.60614297784514
0.42,6,5,4,62.5,57.0,4.8,4.77,2.99,"[0, 5000]",68.45904266492843
1.01,6,1,4,62.0,57.0,6.45,6.39,3.98,"(10000, 15000]",164.03768250786788
0.52,3,0,4,61.7,56.0,5.16,5.18,3.19,"[0, 5000]",85.26486818242644
1.5,5,5,2,63.3,58.0,7.27,7.24,4.59,"(10000, 15000]",241.59373175996373
1.25,1,5,1,63.3,55.8,6.83,6.87,4.34,"(5000, 10000]",203.6419154926985
0.36,3,4,3,60.9,59.0,4.58,4.62,2.8,"[0, 5000]",59.2468765365029
0.81,1,1,4,62.1,55.0,5.94,5.98,3.7,"[0, 5000]",131.42844337903978
2.05,2,3,3,62.2,56.0,8.19,8.08,5.06,"(10000, 15000]",334.8464878957523
0.32,2,6,4,62.3,57.0,4.44,4.33,2.73,"[0, 5000]",52.484796118314726
0.77,2,4,4,61.7,56.0,5.9,5.85,3.62,"[0, 5000]",124.94429603281017
0.23,5,1,2,62.8,58.0,3.92,3.94,2.47,"[0, 5000]",38.14865773838809
0.26,5,0,1,63.6,56.0,4.06,4.09,2.59,"[0, 5000]",43.00798557312769
1.08,1,3,4,62.2,56.0,6.56,6.59,4.09,"[0, 5000]",176.812345148161
0.5,3,1,3,61.4,58.0,5.12,5.07,3.13,"[0, 5000]",81.24979590560528
0.76,2,2,4,62.6,56.0,5.82,5.88,3.66,"[0, 5000]",125.25106506928275
0.75,3,2,3,59.6,59.0,6.04,5.94,3.57,"[0, 5000]",128.08303002980801
0.52,3,2,2,60.4,56.0,5.27,5.29,3.19,"[0, 5000]",88.93177763204191
1.43,2,6,4,60.5,58.0,7.25,7.34,4.41,"(5000, 10000]",234.67814675865156
1.03,5,2,4,61.6,56.0,6.46,6.53,4.0,"(5000, 10000]",168.7352064178467
1.15,3,6,4,60.7,55.0,6.77,6.83,4.13,"(5000, 10000]",190.96748562043564
0.71,1,0,4,61.3,57.0,5.71,5.78,3.52,"[0, 5000]",116.1733803636055
1.24,5,5,3,62.7,58.0,6.85,6.89,4.31,"(5000, 10000]",203.41690552556054
1.02,3,5,4,62.7,56.0,6.37,6.43,4.01,"[0, 5000]",164.245993039148
0.33,4,4,3,61.0,59.0,4.5,4.45,2.73,"[0, 5000]",54.66824803876875
0.6,2,3,1,61.3,61.2,5.4,5.45,3.33,"[0, 5000]",98.00189605565069
0.71,2,0,2,63.2,56.0,5.69,5.73,3.61,"[0, 5000]",117.69935515514464
1.71,1,3,3,60.9,58.0,7.72,7.68,4.69,"(10000, 15000]",278.06821362014006
0.33,5,3,4,62.5,54.0,4.45,4.41,2.77,"[0, 5000]",54.35986041485798
1.22,7,3,2,62.0,59.0,6.8,6.85,4.23,"(5000, 10000]",197.03340367193215
0.4,1,1,2,58.7,59.0,4.78,4.82,2.82,"[0, 5000]",64.97167562766646
1.52,5,6,3,58.3,62.0,7.61,7.49,4.4,"(5000, 10000]",250.7951621720598
0.39,5,3,4,60.7,55.0,4.75,4.78,2.89,"[0, 5000]",65.61745526199351
0.33,6,1,4,61.7,56.0,4.46,4.48,2.76,"[0, 5000]",55.14700851591492
0.31,3,5,4,62.1,53.7,4.37,4.4,2.72,"[0, 5000]",52.300160314063994
0.77,4,3,4,62.4,54.0,5.89,5.93,3.69,"[0, 5000]",128.88320834615132
1.0,5,3,2,63.0,54.0,6.37,6.43,4.03,"(5000, 10000]",165.06517422132842
0.55,4,2,4,61.8,55.0,5.28,5.3,3.27,"[0, 5000]",91.50768639558801
0.57,5,2,0,65.2,56.2,5.19,5.23,3.4,"[0, 5000]",92.28858394268994
0.77,2,5,4,61.8,55.0,5.89,5.93,3.65,"[0, 5000]",127.48610175065032
0.34,4,4,2,62.3,57.0,4.45,4.48,2.78,"[0, 5000]",55.4220772900963
0.32,6,4,3,62.5,58.0,4.37,4.33,2.72,"[0, 5000]",51.46811028666592
1.29,3,3,4,62.5,57.0,6.89,6.92,4.35,"(5000, 10000]",207.40277372058867
0.9,2,3,3,62.7,58.0,6.13,6.08,3.83,"[0, 5000]",142.74563003018946
0.41,6,3,4,62.1,55.0,4.74,4.79,2.96,"[0, 5000]",67.20561308571622
0.25,4,3,4,62.5,55.0,4.0,4.02,2.51,"[0, 5000]",40.36079965515137
1.38,4,4,3,61.0,60.0,7.21,7.16,4.38,"(5000, 10000]",226.11137028547657
0.33,3,3,4,62.2,56.0,4.47,4.44,2.77,"[0, 5000]",54.975633749559385
1.05,3,5,2,63.1,58.0,6.47,6.42,4.07,"[0, 5000]",169.0572216572416
1.37,3,5,4,61.5,55.0,7.18,7.2,4.42,"(5000, 10000]",228.49631242805475
1.5,1,5,3,62.8,57.0,7.34,7.25,4.58,"(5000, 10000]",243.72470100669852
0.31,5,2,1,63.6,55.0,4.29,4.33,2.74,"[0, 5000]",50.897416827763564
0.71,3,3,4,61.8,56.0,5.73,5.76,3.55,"[0, 5000]",117.16704347202295
0.72,3,3,4,61.7,56.0,5.74,5.78,3.55,"[0, 5000]",117.77905799682601
0.52,6,5,3,63.0,58.0,5.12,5.1,3.22,"[0, 5000]",84.08063729545594
0.32,6,2,4,62.0,55.0,4.41,4.43,2.74,"[0, 5000]",53.52945825991732
2.01,2,5,3,60.5,58.0,8.2,8.06,4.92,"(10000, 15000]",325.17265440780614
0.76,2,0,3,61.6,59.0,5.84,5.82,3.59,"[0, 5000]",122.01979586984245
0.23,3,2,1,61.0,57.0,3.97,4.01,2.44,"[0, 5000]",38.84407140799912
0.32,4,3,4,61.6,56.0,4.38,4.42,2.71,"[0, 5000]",52.46451901490026
0.38,4,4,3,61.6,58.0,4.7,4.65,2.88,"[0, 5000]",62.942401237678425
1.02,3,4,3,62.4,58.0,6.39,6.43,4.0,"(5000, 10000]",164.35079217834482
0.37,3,3,4,61.3,57.0,4.64,4.6,2.83,"[0, 5000]",60.403515381202816
1.01,3,2,2,60.5,59.0,6.51,6.54,3.95,"(5000, 10000]",168.17283696192743
0.51,5,3,2,63.5,56.0,5.11,5.07,3.23,"[0, 5000]",83.68187651391803
0.81,3,5,1,63.8,58.0,5.84,5.89,3.74,"[0, 5000]",128.6470247731704
1.3,3,4,2,62.5,59.0,6.93,6.96,4.34,"(5000, 10000]",209.3303553217848
0.3,1,0,2,63.2,57.0,4.24,4.21,2.67,"[0, 5000]",47.660567220939555
0.53,3,1,3,59.6,58.0,5.36,5.32,3.18,"[0, 5000]",90.67834308827227
0.7,3,4,2,63.2,57.0,5.58,5.62,3.54,"[0, 5000]",111.01297902529915
0.35,3,0,4,61.6,56.0,4.56,4.53,2.8,"[0, 5000]",57.839040968055656
0.3,7,2,1,64.3,53.0,4.22,4.27,2.73,"[0, 5000]",49.19295967819785
0.32,2,1,3,62.0,60.0,4.43,4.38,2.73,"[0, 5000]",52.97128170150369
0.31,3,4,2,60.5,63.0,4.37,4.33,2.63,"[0, 5000]",49.76512298536675
1.01,3,2,2,63.1,57.0,6.39,6.29,4.0,"(5000, 10000]",160.772395665741
1.06,2,2,4,61.2,55.0,6.62,6.57,4.03,"[0, 5000]",175.27841267490007
0.3,6,2,4,62.0,54.2,4.31,4.33,2.68,"[0, 5000]",50.01496370057771
1.2,2,3,4,61.8,59.0,6.77,6.8,4.19,"(5000, 10000]",192.89084750120168
0.5,3,3,4,61.7,54.0,5.14,5.16,3.18,"[0, 5000]",84.34122908567043
0.33,3,1,3,61.7,60.0,4.4,4.45,2.73,"[0, 5000]",53.45339924092287
1.51,2,2,4,61.5,55.0,7.39,7.35,4.53,"(10000, 15000]",246.05374875803918
1.07,3,3,4,61.1,59.0,6.62,6.57,4.03,"(5000, 10000]",175.27841267490007
0.4,4,2,3,61.4,58.0,4.75,4.73,2.91,"[0, 5000]",65.38042719204427
0.23,4,2,4,61.4,55.0,3.96,3.99,2.44,"[0, 5000]",38.552977367637645
1.24,3,2,4,61.6,54.0,6.95,6.91,4.27,"(5000, 10000]",205.06460392796532
0.27,4,3,2,61.0,54.0,4.19,4.21,2.56,"[0, 5000]",45.15814401651571
1.0,1,0,3,59.4,60.0,6.56,6.48,3.87,"[0, 5000]",164.50905018452457
1.01,1,0,2,61.4,60.0,6.33,6.38,3.9,"[0, 5000]",157.50306477830887
0.3,3,3,4,61.0,57.0,4.33,4.36,2.65,"[0, 5000]",50.028822450933454
1.0,5,2,3,61.2,60.0,6.43,6.38,3.92,"(5000, 10000]",160.81172972120655
0.38,6,1,4,61.9,56.0,4.67,4.64,2.88,"[0, 5000]",62.40614570361322
1.01,3,4,1,64.3,58.0,6.27,6.2,4.01,"[0, 5000]",155.88474362775773
0.41,7,2,2,63.3,56.0,4.69,4.75,2.99,"[0, 5000]",66.60972602512837
0.59,2,1,4,61.7,56.0,5.35,5.45,3.33,"[0, 5000]",97.09446764664668
0.33,5,1,4,62.1,54.0,4.45,4.47,2.77,"[0, 5000]",55.099449672737265
0.39,4,1,4,62.3,57.0,4.64,4.67,2.9,"[0, 5000]",62.8395212849235
0.71,4,2,4,62.1,55.0,5.82,5.68,3.57,"[0, 5000]",118.01562970737065
0.47,3,4,4,62.7,55.0,4.95,5.08,3.15,"[0, 5000]",79.20989815635673
2.01,1,4,3,62.3,58.0,8.06,8.11,5.04,15000+,329.44766471144794
0.34,7,1,4,62.0,56.0,4.5,4.47,2.78,"[0, 5000]",55.91969679980281
0.5,7,3,4,61.5,56.0,5.11,5.14,3.15,"[0, 5000]",82.73601251748079
0.3,5,3,4,62.5,55.0,4.3,4.34,2.7,"[0, 5000]",50.38740489645019
0.54,3,1,2,62.6,60.0,5.26,5.19,3.27,"[0, 5000]",89.26904234793092
0.31,1,3,2,63.2,55.0,4.33,4.31,2.73,"[0, 5000]",50.948077781860356
1.51,2,4,2,60.6,59.0,7.41,7.45,4.5,"(10000, 15000]",248.42023852443708
0.7,2,5,1,64.3,57.0,5.63,5.59,3.61,"[0, 5000]",113.61283910913554
1.83,2,2,2,63.2,56.0,7.78,7.73,4.9,"(10000, 15000]",294.6830744093706
0.35,2,1,3,61.9,58.0,4.52,4.49,2.79,"[0, 5000]",56.62248810049635
0.52,3,1,3,60.9,57.0,5.2,5.17,3.16,"[0, 5000]",84.95344044506064
0.35,3,2,4,62.4,55.0,4.53,4.51,2.82,"[0, 5000]",57.61345022838879
0.31,3,3,4,59.6,57.0,4.43,4.4,2.63,"[0, 5000]",51.263961355333244
0.3,5,1,4,62.0,56.0,4.3,4.34,2.68,"[0, 5000]",50.014165222721275
0.53,3,0,4,62.6,56.0,5.14,5.18,3.23,"[0, 5000]",85.99939142399602
0.25,4,2,2,62.1,58.0,4.0,4.05,2.5,"[0, 5000]",40.50000190734863
0.63,4,1,3,61.8,60.0,5.51,5.49,3.4,"[0, 5000]",102.84966286929112
0.3,4,3,3,61.9,59.0,4.32,4.28,2.66,"[0, 5000]",49.182341952255484
0.36,2,1,1,63.1,58.0,4.49,4.54,2.85,"[0, 5000]",58.09610460632338
0.75,1,1,1,63.2,57.0,5.76,5.82,3.66,"[0, 5000]",122.69492337167392
0.7,3,0,2,63.2,60.0,5.61,5.56,3.53,"[0, 5000]",110.10634859490771
0.73,1,1,3,60.8,60.0,5.87,5.78,3.54,"[0, 5000]",120.10724472390355
2.0,2,4,0,65.1,56.0,7.86,7.77,5.09,"(10000, 15000]",310.8575118361989
0.34,4,5,4,62.4,55.0,4.51,4.47,2.8,"[0, 5000]",56.44715925393567
2.07,3,6,3,61.5,59.0,8.16,8.2,5.03,"(10000, 15000]",336.5673599163814
1.01,3,2,4,60.3,56.0,6.5,6.56,3.94,"(5000, 10000]",168.0016009744644
2.18,1,4,3,62.3,59.0,8.37,8.26,5.18,"(10000, 15000]",358.12550915896196
1.0,3,1,2,61.0,59.0,6.41,6.48,3.93,"(5000, 10000]",163.23962336750213
0.51,5,4,4,61.0,57.0,5.22,5.18,3.17,"[0, 5000]",85.71552777722927
0.46,7,4,4,62.2,55.0,4.94,4.99,3.09,"[0, 5000]",76.17034927272037
0.52,3,2,3,60.2,59.0,5.19,5.21,3.13,"[0, 5000]",84.63489164726836
0.56,2,3,4,62.5,56.0,5.28,5.21,3.28,"[0, 5000]",90.22886745898437
0.7,2,2,4,61.1,56.0,5.74,5.78,3.52,"[0, 5000]",116.78374294959242
0.47,6,0,4,62.1,55.0,4.98,5.01,3.1,"[0, 5000]",77.34438145030965
2.0,1,1,2,58.1,60.0,8.25,8.32,4.81,15000+,330.1583839622499
1.3,4,3,4,62.0,55.0,6.98,7.02,4.34,"(10000, 15000]",212.65827148005675
0.34,3,3,4,62.0,54.0,4.5,4.47,2.78,"[0, 5000]",55.91969679980281
1.01,1,2,4,61.4,56.0,6.46,6.51,3.98,"[0, 5000]",167.37731567524344
1.71,4,3,4,62.2,55.0,7.72,7.65,4.78,15000+,282.2972482380101
1.15,3,0,4,61.0,57.0,6.76,6.78,4.13,"(10000, 15000]",189.28948151175743
0.36,1,3,3,60.8,58.0,4.61,4.57,2.79,"[0, 5000]",58.77888610657121
0.9,1,0,2,58.1,60.0,6.24,6.26,3.63,"[0, 5000]",141.7965164537199
0.3,2,3,3,61.6,59.0,4.28,4.26,2.63,"[0, 5000]",47.952271013615
1.05,1,2,2,62.1,58.0,6.47,6.5,4.03,"[0, 5000]",169.48165332756014
0.23,6,1,3,60.8,56.0,3.99,3.94,2.41,"[0, 5000]",37.88664799009135
0.51,3,0,2,60.5,60.0,5.16,5.19,3.13,"[0, 5000]",83.82265351018516
0.31,7,2,4,61.2,57.0,4.35,4.38,2.67,"[0, 5000]",50.87151166751859
0.72,4,2,4,61.7,57.0,5.74,5.77,3.55,"[0, 5000]",117.57528334376343
0.32,7,3,4,61.3,56.0,4.4,4.44,2.71,"[0, 5000]",52.94256257503513
0.33,3,3,2,61.1,59.0,4.43,4.47,2.72,"[0, 5000]",53.8617079513083
1.0,4,3,3,62.4,62.0,6.37,6.33,3.96,"(5000, 10000]",159.67551274496842
2.01,3,4,3,62.8,58.0,7.99,7.9,4.99,"(10000, 15000]",314.97377033230794
0.72,2,5,2,59.8,58.0,5.84,5.87,3.5,"[0, 5000]",119.98280079574579
0.71,4,2,1,58.0,61.0,5.83,5.85,3.39,"[0, 5000]",115.61764517997257
0.9,3,4,2,62.6,58.0,6.14,6.22,3.87,"[0, 5000]",147.79838343010746
1.07,2,6,4,62.0,56.0,6.53,6.57,4.06,"[0, 5000]",174.1825336926441
0.53,1,0,2,62.9,54.0,5.13,5.17,3.24,"[0, 5000]",85.93160743800834
0.3,2,0,3,62.0,60.0,4.26,4.29,2.65,"[0, 5000]",48.42981391427999
1.2,1,2,0,63.4,60.0,6.56,6.65,4.19,"(5000, 10000]",182.7845635231304
0.92,3,1,1,58.9,57.0,6.35,6.38,3.75,"[0, 5000]",151.92375044345852
0.71,4,1,2,63.3,56.0,5.64,5.68,3.58,"[0, 5000]",114.68600737492392
1.01,1,1,4,61.2,54.0,6.52,6.49,3.98,"[0, 5000]",168.41289837502669
1.08,4,5,2,62.5,57.0,6.51,6.54,4.08,"[0, 5000]",173.70763384584032
0.71,6,1,4,62.3,55.0,5.68,5.72,3.55,"[0, 5000]",115.3380707344439
0.34,7,4,4,61.8,54.0,4.51,4.55,2.8,"[0, 5000]",57.457404346060784
0.41,6,2,4,62.3,57.0,4.77,4.73,2.96,"[0, 5000]",66.78381686293412
0.71,2,1,4,60.3,57.0,5.77,5.81,3.49,"[0, 5000]",116.9977117806902
1.0,3,4,2,61.3,63.0,6.38,6.4,3.92,"(5000, 10000]",160.06144837142958
0.9,1,0,2,62.9,56.0,6.09,6.19,3.86,"[0, 5000]",145.51080703636444
0.4,5,1,3,60.8,59.0,4.77,4.73,2.89,"[0, 5000]",65.20447136906337
0.4,2,1,3,62.9,58.0,4.74,4.71,2.97,"[0, 5000]",66.30643597400088
1.63,3,5,3,61.0,60.0,7.62,7.59,4.64,"(10000, 15000]",268.35810564277256
0.31,4,4,2,62.4,58.0,4.28,4.34,2.69,"[0, 5000]",49.967293269085104
1.21,2,6,4,61.9,54.0,6.85,6.88,4.25,"(5000, 10000]",200.29400054311748
1.32,4,3,4,61.7,56.0,7.04,7.07,4.35,"(10000, 15000]",216.51167933706273
2.01,4,6,4,60.9,56.0,8.14,8.18,4.97,15000+,330.9284563336481
1.69,3,5,3,62.4,58.0,7.66,7.53,4.74,"(10000, 15000]",273.4022409697492
0.55,5,2,4,60.8,56.0,5.27,5.32,3.22,"[0, 5000]",90.27721138838197
0.37,4,1,2,63.7,56.0,4.54,4.6,2.91,"[0, 5000]",60.77244002191539
1.1,4,5,2,60.2,59.0,6.67,6.71,4.03,"(5000, 10000]",180.36548347860162
0.78,1,0,1,57.5,63.0,6.13,6.05,3.5,"[0, 5000]",129.802756515503
0.76,3,5,2,63.3,57.0,5.79,5.83,3.68,"[0, 5000]",124.22097580940529
0.79,2,1,2,63.7,58.0,5.79,5.85,3.71,"[0, 5000]",125.66326341559409
0.53,4,5,1,64.3,55.0,5.17,5.13,3.31,"[0, 5000]",87.78815273628041
0.33,4,4,3,61.5,58.0,4.39,4.46,2.72,"[0, 5000]",53.25596739598653
0.74,3,0,4,61.1,54.0,5.86,5.89,3.59,"[0, 5000]",123.91028305189889
2.01,2,4,4,61.6,57.0,8.1,8.04,4.97,15000+,323.6662800438302
1.1,4,5,4,62.3,55.0,6.64,6.6,4.12,"(5000, 10000]",180.55486874527
0.3,4,3,4,61.8,56.0,4.31,4.33,2.67,"[0, 5000]",49.82834088432118
1.37,1,5,2,63.0,57.0,6.98,7.05,4.42,"(5000, 10000]",217.5037902331735
0.34,2,1,2,63.3,57.0,4.47,4.44,2.82,"[0, 5000]",55.96797276940156
1.01,1,1,3,62.3,55.0,6.35,6.29,3.94,"[0, 5000]",157.3695089676189
2.0,2,2,3,62.6,59.0,8.1,8.04,5.05,15000+,328.8762263494496
1.53,4,1,2,60.7,60.0,7.38,7.52,4.52,"(10000, 15000]",250.84915419511412
0.72,6,4,4,61.8,56.0,5.75,5.78,3.56,"[0, 5000]",118.3166023930549
0.26,6,2,1,63.3,57.0,4.05,4.07,2.57,"[0, 5000]",42.36259768141268
0.7,4,4,2,62.8,58.0,5.59,5.69,3.54,"[0, 5000]",112.59713699248503
1.34,1,0,3,61.5,58.0,7.07,7.04,4.34,"(5000, 10000]",216.01396366910564
0.53,5,4,4,61.8,56.0,5.2,5.22,3.22,"[0, 5000]",87.40367405761725
0.91,1,3,3,59.8,58.0,6.3,6.29,3.77,"[0, 5000]",149.3937928610992
2.01,3,4,4,63.0,55.0,8.03,7.97,5.04,15000+,322.555442341206
1.0,1,4,2,63.3,57.0,6.37,6.3,4.01,"[0, 5000]",160.9253211662102
0.74,4,5,4,60.7,55.0,5.84,5.88,3.56,"[0, 5000]",122.24755560845945
0.35,7,6,4,61.8,53.0,4.58,4.61,2.84,"[0, 5000]",59.96319092556567
1.22,1,4,2,62.9,59.0,6.66,6.76,4.22,"(5000, 10000]",189.99114463395665
0.9,4,2,3,59.0,58.0,6.29,6.33,3.72,"[0, 5000]",148.11440245567988
0.38,5,6,1,63.4,56.0,4.56,4.62,2.91,"[0, 5000]",61.305551520343734
0.46,6,3,4,62.0,54.0,4.97,5.0,3.09,"[0, 5000]",76.78649462556848
0.3,6,3,3,62.4,59.0,4.31,4.25,2.67,"[0, 5000]",48.907725748205166
0.45,1,2,4,62.5,57.0,4.9,4.86,3.05,"[0, 5000]",72.63270227346419
0.34,4,5,4,62.0,54.0,4.51,4.49,2.79,"[0, 5000]",56.49722021475586
1.11,2,6,4,62.1,56.0,6.64,6.67,4.13,"[0, 5000]",182.91274748274031
1.11,1,1,0,64.7,61.0,6.42,6.39,4.14,"[0, 5000]",169.83852499240496
0.71,5,5,1,63.7,56.0,5.68,5.63,3.6,"[0, 5000]",115.12223581115718
0.92,1,3,3,62.3,59.0,6.15,6.2,3.85,"[0, 5000]",146.8004941239357
1.54,0,6,1,61.7,60.0,7.26,7.32,4.5,"[0, 5000]",239.14441314754504
0.41,2,1,3,61.3,58.0,4.76,4.8,2.93,"[0, 5000]",66.94464740440395
0.52,5,3,3,61.0,58.0,5.15,5.21,3.16,"[0, 5000]",84.78754449386128
0.77,3,3,3,61.2,58.0,5.9,5.93,3.62,"[0, 5000]",126.65293437692641
0.72,5,1,4,62.1,56.0,5.72,5.77,3.57,"[0, 5000]",117.82570108540926
0.23,5,1,2,60.0,56.0,4.03,4.07,2.43,"[0, 5000]",39.857107851046756
0.7,4,1,4,62.2,58.0,5.67,5.71,3.54,"[0, 5000]",114.60997907280348
2.17,2,5,4,60.4,56.0,8.43,8.36,5.07,15000+,357.3072463590883
0.55,5,4,4,61.6,55.0,5.3,5.31,3.26,"[0, 5000]",91.74618204468723
0.51,1,0,4,61.1,56.0,5.18,5.16,3.16,"[0, 5000]",84.46300499742884
0.32,3,1,4,62.1,55.0,4.4,4.36,2.72,"[0, 5000]",52.18048327774054
0.71,1,1,4,65.5,55.0,5.62,5.56,3.66,"[0, 5000]",114.36475117616266
0.35,4,3,3,62.3,59.0,4.49,4.53,2.81,"[0, 5000]",57.15455556977831
0.3,5,4,2,62.0,55.0,4.28,4.32,2.67,"[0, 5000]",49.36723779233573
0.3,6,4,4,61.9,58.0,4.27,4.29,2.65,"[0, 5000]",48.543496098480205
1.59,3,3,4,61.8,56.0,7.51,7.44,4.62,"(5000, 10000]",258.13973145832426
0.7,4,2,1,59.4,62.0,5.71,5.76,3.4,"[0, 5000]",111.82464832717913
0.32,1,3,4,62.5,57.0,4.35,4.38,2.73,"[0, 5000]",52.014690582103704
0.52,3,0,4,62.6,56.0,5.14,5.11,3.21,"[0, 5000]",84.31193501480287
0.41,2,2,3,59.8,59.0,4.85,4.82,2.89,"[0, 5000]",67.55953352998733
0.4,2,0,3,61.7,58.0,4.7,4.74,2.91,"[0, 5000]",64.82897615083691
0.9,1,3,4,62.4,57.0,6.16,6.13,3.84,"[0, 5000]",145.00146787419888
0.32,1,0,2,62.8,57.0,4.35,4.38,2.74,"[0, 5000]",52.20522040120122
0.32,1,4,3,61.8,55.0,4.42,4.35,2.71,"[0, 5000]",52.105170490512826
0.61,3,1,4,61.9,53.0,5.45,5.5,3.39,"[0, 5000]",101.615249588251
0.53,3,4,4,61.4,55.4,5.19,5.24,3.2,"[0, 5000]",87.0259184549903
1.14,3,2,4,61.9,57.0,6.67,6.7,4.13,"(5000, 10000]",184.56557197118744
0.42,2,0,0,64.7,61.0,4.7,4.73,3.05,"[0, 5000]",67.80454646172527
0.63,6,1,4,61.1,58.0,5.49,5.54,3.37,"[0, 5000]",102.49719354037877
0.33,4,1,4,60.6,57.0,4.54,4.5,2.74,"[0, 5000]",55.97819972448349
1.15,4,3,4,61.9,56.0,6.71,6.73,4.16,"(5000, 10000]",187.85852270979302
1.18,1,3,3,61.4,58.0,6.82,6.77,4.17,"(5000, 10000]",192.534745826315
1.13,0,2,3,62.3,56.0,6.69,6.61,4.14,"[0, 5000]",183.07452535962855
0.75,2,1,3,61.1,59.0,5.86,5.83,3.57,"[0, 5000]",121.9647649020843
0.74,1,1,4,62.2,56.0,5.8,5.84,3.62,"[0, 5000]",122.61664335968005
0.83,1,4,4,61.8,57.0,6.08,5.99,3.73,"[0, 5000]",135.8436097993546
0.75,5,5,2,62.0,59.0,5.81,5.83,3.61,"[0, 5000]",122.27899664217863
1.15,6,3,3,60.8,58.0,6.77,6.74,4.11,"(5000, 10000]",187.53847719530467
0.31,7,3,4,61.0,55.0,4.39,4.42,2.69,"[0, 5000]",52.196222423797565
0.46,5,5,4,62.7,56.0,4.9,4.93,3.08,"[0, 5000]",74.40355701435087
1.0,7,3,3,62.2,61.0,6.41,6.38,3.98,"(5000, 10000]",162.76528382504645
0.23,3,2,4,61.5,55.0,3.93,3.97,2.43,"[0, 5000]",37.91310495879081
0.7,6,0,1,59.2,59.0,5.76,5.79,3.42,"[0, 5000]",114.05837432524115
0.37,3,4,2,61.2,54.0,4.62,4.7,2.85,"[0, 5000]",61.884893884849745
